batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS
62,김주찬,2013,KIA,0.429,9,28,8,12,3,2,0,19,5,4,1,2,0,3,0,0.679,0.467,0,183cm/94kg,1981년 03월 25일,내야수(우투우타),충암초(장충리틀)-충암중-충암고-삼성-롯데,18000만원,1.146
62,김주찬,2014,KIA,0.333,11,24,2,8,2,0,0,10,1,1,0,3,1,3,1,0.417,0.429,0,183cm/94kg,1981년 03월 25일,내야수(우투우타),충암초(장충리틀)-충암중-충암고-삼성-롯데,18000만원,0.846
62,김주찬,2015,KIA,0.150,10,20,1,3,0,0,0,3,0,0,0,2,0,5,1,0.15,0.227,0,183cm/94kg,1981년 03월 25일,내야수(우투우타),충암초(장충리틀)-충암중-충암고-삼성-롯데,18000만원,0.377
62,김주찬,2016,KIA,0.222,5,9,2,2,2,0,0,4,1,0,0,1,1,4,0,0.444,0.364,0,183cm/94kg,1981년 03월 25일,내야수(우투우타),충암초(장충리틀)-충암중-충암고-삼성-롯데,18000만원,0.8079999999999999
62,김주찬,2017,KIA,0.174,8,23,0,4,0,0,0,4,1,0,0,0,0,2,1,0.174,0.16699999999999998,0,183cm/94kg,1981년 03월 25일,내야수(우투우타),충암초(장충리틀)-충암중-충암고-삼성-롯데,18000만원,0.341
62,김주찬,2018,KIA,0.100,5,10,2,1,0,0,1,4,4,0,2,3,0,1,0,0.4,0.308,0,183cm/94kg,1981년 03월 25일,내야수(우투우타),충암초(장충리틀)-충암중-충암고-삼성-롯데,18000만원,0.708
63,김주형,2004,KIA,0.000,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.0
63,김주형,2005,KIA,0.214,6,14,1,3,0,0,0,3,1,0,0,0,0,2,2,0.214,0.214,1,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.428
63,김주형,2006,KIA,0.214,11,14,2,3,0,0,1,6,3,0,0,1,0,1,0,0.429,0.267,0,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.696
63,김주형,2007,KIA,0.000,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.0
63,김주형,2008,KIA,0.083,9,24,1,2,0,0,0,2,0,0,0,2,1,5,0,0.083,0.185,0,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.268
63,김주형,2011,KIA,0.303,10,33,2,10,0,0,2,16,4,0,0,5,1,5,0,0.485,0.41,1,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.895
63,김주형,2013,KIA,0.250,5,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0.25,0.4,0,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.65
63,김주형,2014,KIA,0.353,12,34,2,12,5,0,0,17,5,1,0,6,0,6,2,0.5,0.45,2,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.95
63,김주형,2016,KIA,0.457,14,35,8,16,1,0,2,23,7,0,0,0,3,4,2,0.657,0.5,2,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,1.157
63,김주형,2017,KIA,0.280,10,25,5,7,2,0,2,15,4,0,0,4,0,5,1,0.6,0.379,0,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.979
63,김주형,2018,KIA,0.000,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.0
64,김지수,2010,넥센,0.000,6,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0.0,0.75,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.75
64,김지수,2014,넥센,0.067,12,15,3,1,0,0,0,1,0,1,0,1,1,2,1,0.067,0.17600000000000002,1,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.243
64,김지수,2015,넥센,0.091,9,11,2,1,0,0,0,1,0,0,0,1,0,2,1,0.091,0.16699999999999998,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.258
64,김지수,2016,넥센,0.000,5,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.0,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.0
64,김지수,2017,넥센,0.500,4,8,3,4,1,0,0,5,0,0,0,1,0,0,0,0.625,0.556,1,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,1.181
64,김지수,2018,넥센,0.083,7,12,1,1,0,0,0,1,2,0,0,0,0,3,0,0.083,0.083,0,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.166
65,김진곤,2015,KT,0.133,10,15,2,2,1,0,0,3,0,0,1,0,0,4,0,0.2,0.133,0,173cm/75kg,1987년 09월 10일,외야수(우투좌타),서흥초-동산중-동산고-제주산업대,,0.333
67,김태균,2002,한화,0.235,11,34,7,8,5,0,1,16,4,1,0,4,1,14,0,0.471,0.333,2,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.804
67,김태균,2003,한화,0.115,10,26,2,3,1,0,0,4,0,0,0,7,0,7,0,0.154,0.303,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.457
67,김태균,2004,한화,0.318,13,44,4,14,4,0,2,24,12,0,1,5,0,11,2,0.545,0.38,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.925
67,김태균,2005,한화,0.405,12,42,11,17,2,0,3,28,11,0,0,10,1,5,1,0.667,0.528,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.195
67,김태균,2006,한화,0.400,7,20,3,8,2,0,0,10,5,0,0,7,1,3,0,0.5,0.5710000000000001,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.071
67,김태균,2007,한화,0.423,7,26,2,11,2,0,1,16,5,0,0,2,0,4,0,0.615,0.448,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.063
67,김태균,2008,한화,0.351,11,37,8,13,2,0,4,27,9,0,0,3,2,5,1,0.73,0.429,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.159
67,김태균,2009,한화,0.000,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.0
67,김태균,2012,한화,0.400,10,25,4,10,3,0,2,19,8,0,0,4,0,2,2,0.76,0.483,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.2429999999999999
67,김태균,2013,한화,0.250,9,32,4,8,0,0,2,14,5,0,0,2,0,7,1,0.438,0.294,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.732
67,김태균,2014,한화,0.222,9,27,2,6,2,0,0,8,1,0,0,5,0,4,2,0.29600000000000004,0.344,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.6399999999999999
67,김태균,2015,한화,0.278,8,18,0,5,1,0,0,6,6,0,0,1,1,3,0,0.333,0.318,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.6509999999999999
67,김태균,2016,한화,0.350,14,40,6,14,4,0,0,18,12,0,0,5,1,8,0,0.45,0.426,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.8759999999999999
67,김태균,2017,한화,0.381,7,21,3,8,0,0,1,11,7,0,0,3,1,1,0,0.524,0.48,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.004
67,김태균,2018,한화,0.300,5,10,0,3,0,0,0,3,1,0,0,1,0,2,0,0.3,0.364,0,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.6639999999999999
68,김태연,2018,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,178cm/99kg,1997년 06월 10일,내야수(우투우타),청주초-덕수중-야탑고,5000만원,
70,김태진,2016,NC,0.000,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0,170cm/75kg,1995년 10월 07일,내야수(우투좌타),수유초-신일중-신일고-NC-경찰,8000만원,0.0
71,김하성,2015,넥센,0.148,11,27,2,4,1,0,0,5,1,1,2,1,0,4,0,0.185,0.179,2,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.364
71,김하성,2016,넥센,0.143,15,42,5,6,0,1,0,8,1,3,1,5,0,17,1,0.19,0.234,0,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.424
71,김하성,2017,넥센,0.219,11,32,6,7,3,0,0,10,3,0,0,3,0,5,0,0.313,0.28600000000000003,0,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.599
71,김하성,2018,넥센,0.333,6,18,3,6,0,0,3,15,7,1,0,2,0,0,0,0.833,0.4,1,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,1.233
72,김헌곤,2011,삼성,0.667,3,6,2,4,1,0,1,8,3,0,0,1,0,0,0,1.3330000000000002,0.7140000000000001,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,2.0469999999999997
72,김헌곤,2012,삼성,0.222,7,9,1,2,0,0,0,2,0,1,0,0,0,3,0,0.222,0.222,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.444
72,김헌곤,2013,삼성,0.143,6,7,1,1,0,0,0,1,0,0,1,1,0,1,0,0.14300000000000002,0.25,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.393
72,김헌곤,2014,삼성,0.143,7,7,1,1,1,0,0,2,0,0,0,0,0,1,0,0.28600000000000003,0.14300000000000002,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.429
72,김헌곤,2017,삼성,0.257,11,35,5,9,4,1,0,15,3,1,1,3,1,4,0,0.429,0.333,1,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.762
72,김헌곤,2018,삼성,0.308,6,13,1,4,2,0,0,6,2,0,0,1,0,2,1,0.462,0.333,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.795
73,김현수,2007,두산,0.500,4,2,0,1,1,0,0,2,0,0,0,0,0,0,1,1.0,0.5,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.5
73,김현수,2008,두산,0.235,10,34,4,8,2,0,0,10,7,0,0,3,0,4,0,0.294,0.297,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.591
73,김현수,2009,두산,0.143,2,7,1,1,0,0,1,4,1,0,0,1,0,2,0,0.5710000000000001,0.25,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.821
73,김현수,2010,두산,0.381,13,42,9,16,2,0,2,24,13,0,0,6,0,3,2,0.5710000000000001,0.458,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.029
73,김현수,2011,두산,0.395,12,38,7,15,4,0,1,22,7,0,0,5,1,6,1,0.579,0.477,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.056
73,김현수,2012,두산,0.250,13,40,4,10,0,0,0,10,5,0,0,6,0,6,1,0.25,0.348,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.598
73,김현수,2013,두산,0.250,11,28,2,7,0,0,1,10,3,0,0,3,2,6,0,0.35700000000000004,0.364,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.721
73,김현수,2014,두산,0.297,11,37,5,11,0,0,2,17,8,0,0,5,0,4,1,0.459,0.364,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.823
73,김현수,2015,두산,0.387,10,31,3,12,6,0,0,18,7,0,0,2,1,5,1,0.581,0.429,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.01
73,김현수,2018,LG,0.429,7,21,4,9,3,0,0,12,1,0,0,0,1,2,2,0.5710000000000001,0.455,0,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.026
75,김혜성,2017,넥센,0.300,5,10,0,3,0,1,0,5,1,0,0,1,0,2,1,0.5,0.364,1,179cm/78kg,1999년 01월 27일,내야수(우투좌타),문촌초(고양시리틀)-동산중-동산고,13000만원,0.8640000000000001
75,김혜성,2018,넥센,0.333,7,9,1,3,0,0,0,3,0,1,1,0,0,1,0,0.333,0.333,0,179cm/78kg,1999년 01월 27일,내야수(우투좌타),문촌초(고양시리틀)-동산중-동산고,13000만원,0.6659999999999999
76,김회성,2009,한화,0.154,8,13,0,2,0,0,0,2,2,0,0,0,2,8,1,0.154,0.267,2,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.42100000000000004
76,김회성,2010,한화,0.333,7,6,1,2,1,0,0,3,1,0,0,0,0,1,0,0.5,0.333,0,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.833
76,김회성,2014,한화,0.200,11,30,4,6,1,0,2,13,3,0,0,0,1,9,0,0.433,0.226,0,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.659
76,김회성,2015,한화,0.276,8,29,2,8,3,0,0,11,1,0,1,2,1,5,0,0.379,0.344,0,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.723
76,김회성,2017,한화,0.077,5,13,1,1,1,0,0,2,0,0,0,2,0,6,0,0.154,0.2,2,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.354
77,나경민,2017,롯데,0.240,10,25,7,6,2,0,0,8,0,5,1,3,0,6,1,0.32,0.321,0,177cm/80kg,1991년 12월 12일,외야수(좌투좌타),둔촌초-잠신중-덕수고,,0.6409999999999999
77,나경민,2018,롯데,0.286,5,7,2,2,0,0,0,2,1,0,1,1,0,3,0,0.28600000000000003,0.375,0,177cm/80kg,1991년 12월 12일,외야수(좌투좌타),둔촌초-잠신중-덕수고,,0.6609999999999999
79,나성범,2014,NC,0.310,10,29,5,9,0,1,2,17,7,1,1,1,1,12,0,0.586,0.355,1,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.941
79,나성범,2015,NC,0.211,13,38,5,8,3,0,1,14,6,0,0,3,1,10,0,0.368,0.267,1,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.635
79,나성범,2016,NC,0.327,17,55,9,18,3,0,3,30,17,1,1,7,1,11,2,0.545,0.4,0,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.945
79,나성범,2017,NC,0.273,11,22,2,6,2,0,1,11,4,0,0,2,1,6,0,0.5,0.36,0,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.86
79,나성범,2018,NC,0.294,6,17,2,5,1,0,1,9,1,0,0,1,0,3,1,0.529,0.333,0,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.8620000000000001
81,나원탁,2017,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,183cm/93kg,1994년 08월 20일,포수(우투우타),석교초-세광중-세광고-홍익대-삼성,10000만원,
81,나원탁,2018,롯데,0.400,3,10,2,4,1,0,1,8,3,0,0,0,0,2,0,0.8,0.4,0,183cm/93kg,1994년 08월 20일,포수(우투우타),석교초-세광중-세광고-홍익대-삼성,10000만원,1.2000000000000002
82,나종덕,2017,롯데,0.111,8,9,0,1,0,0,0,1,0,0,0,1,0,3,0,0.111,0.2,0,185cm/99kg,1998년 03월 16일,포수(우투우타),무학초-창원신월중-용마고,15000만원,0.311
82,나종덕,2018,롯데,0.167,3,6,1,1,0,0,0,1,0,0,0,0,0,3,0,0.16699999999999998,0.16699999999999998,0,185cm/99kg,1998년 03월 16일,포수(우투우타),무학초-창원신월중-용마고,15000만원,0.334
83,나주환,2003,두산,0.111,11,9,3,1,0,0,0,1,0,0,0,1,0,2,1,0.111,0.2,0,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.311
83,나주환,2004,두산,0.000,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.0
83,나주환,2005,두산,0.087,12,23,0,2,0,0,0,2,2,0,0,3,0,2,2,0.087,0.185,2,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.272
83,나주환,2006,두산,0.219,11,32,2,7,2,0,0,9,6,0,0,1,1,5,0,0.281,0.265,3,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.546
83,나주환,2007,SK,0.333,10,6,1,2,2,0,0,4,0,0,0,0,0,3,0,0.667,0.333,0,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,1.0
83,나주환,2008,SK,0.241,10,29,2,7,2,1,1,14,5,1,0,0,0,7,1,0.483,0.241,1,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.7240000000000001
83,나주환,2009,SK,0.216,12,37,3,8,0,0,0,8,2,2,2,3,0,8,1,0.21600000000000005,0.268,2,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.484
83,나주환,2010,SK,0.563,7,16,4,9,2,0,0,11,2,1,0,0,0,4,0,0.688,0.563,3,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,1.251
83,나주환,2014,SK,0.500,8,22,1,11,1,0,1,15,8,1,0,8,0,2,0,0.682,0.633,1,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,1.315
83,나주환,2015,SK,0.240,11,25,3,6,1,0,0,7,2,1,0,3,0,6,1,0.28,0.321,1,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.601
83,나주환,2017,SK,0.167,9,24,1,4,2,0,0,6,1,0,0,2,0,6,0,0.25,0.231,0,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.481
83,나주환,2018,SK,0.400,4,10,1,4,0,0,0,4,1,0,0,2,0,3,0,0.4,0.5,0,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.9
84,나지완,2008,KIA,0.318,12,44,6,14,2,0,2,22,7,1,2,2,2,7,1,0.5,0.3670000000000001,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.867
84,나지완,2009,KIA,0.190,13,42,7,8,1,0,3,18,5,0,0,6,0,9,2,0.429,0.292,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.721
84,나지완,2010,KIA,0.273,12,33,3,9,4,0,0,13,5,0,0,1,1,7,3,0.394,0.314,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.708
84,나지완,2012,KIA,0.194,11,36,2,7,2,0,0,9,5,0,0,4,0,8,0,0.25,0.275,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.525
84,나지완,2013,KIA,0.296,9,27,3,8,0,0,0,8,5,0,0,1,2,6,1,0.29600000000000004,0.3670000000000001,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.6629999999999999
84,나지완,2014,KIA,0.226,12,31,6,7,1,0,2,14,9,0,0,7,0,9,1,0.452,0.359,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.8109999999999999
84,나지완,2015,KIA,0.429,3,7,0,3,0,0,0,3,0,0,0,3,1,1,0,0.429,0.636,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,1.065
84,나지완,2016,KIA,0.296,13,27,5,8,1,0,1,12,8,0,0,8,1,9,0,0.444,0.459,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.903
84,나지완,2017,KIA,0.211,9,19,4,4,1,0,1,8,1,0,0,8,0,4,1,0.421,0.444,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.865
84,나지완,2018,KIA,0.455,5,11,3,5,0,0,2,11,3,0,1,2,0,2,0,1.0,0.5379999999999999,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,1.538
85,남태혁,2016,KT,0.000,4,10,0,0,0,0,0,0,0,0,0,1,0,5,0,0.0,0.091,1,187cm/107kg,1991년 03월 13일,내야수(우투우타),서화초-대헌중-제물포고,,0.091
85,남태혁,2017,KT,0.200,8,10,1,2,0,0,0,2,2,0,0,0,0,4,0,0.2,0.2,1,187cm/107kg,1991년 03월 13일,내야수(우투우타),서화초-대헌중-제물포고,,0.4
85,남태혁,2018,KT,0.300,6,10,1,3,0,0,1,6,2,0,1,0,0,1,1,0.6,0.3,0,187cm/107kg,1991년 03월 13일,내야수(우투우타),서화초-대헌중-제물포고,,0.8999999999999999
86,노수광,2015,KIA,0.000,4,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.25,0,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.25
86,노수광,2016,KIA,0.333,1,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0.333,0.333,0,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.6659999999999999
86,노수광,2017,SK,0.333,11,24,2,8,1,1,0,11,2,1,1,0,0,3,0,0.458,0.333,1,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.7909999999999999
86,노수광,2018,SK,0.133,6,15,2,2,0,1,1,7,3,0,0,0,0,8,0,0.467,0.133,0,180cm/80kg,1990년 08월 06일,외야수(우투좌타),대전유천초-청주중-청주고-건국대-한화-KIA,,0.6000000000000001
87,노진혁,2013,NC,0.130,12,23,4,3,1,0,0,4,0,0,0,4,0,8,0,0.174,0.259,2,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.433
87,노진혁,2014,NC,0.222,10,9,0,2,0,0,0,2,1,0,0,0,0,2,0,0.222,0.2,0,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.42200000000000004
87,노진혁,2015,NC,0.083,11,12,0,1,1,0,0,2,0,0,0,0,0,3,1,0.16699999999999998,0.083,1,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.25
87,노진혁,2018,NC,0.211,6,19,1,4,1,0,0,5,0,0,0,0,1,6,1,0.263,0.25,0,184cm/80kg,1989년 07월 15일,내야수(우투좌타),광주대성초-광주동성중-광주동성고-성균관대-NC-상무,8000만원,0.513
89,도태훈,2016,NC,-,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1.0,0,184cm/85kg,1993년 03월 18일,내야수(우투좌타),양정초-개성중-부산고-동의대,,
89,도태훈,2017,NC,0.190,11,21,2,4,1,0,0,5,0,1,0,2,0,5,0,0.238,0.261,2,184cm/85kg,1993년 03월 18일,내야수(우투좌타),양정초-개성중-부산고-동의대,,0.499
89,도태훈,2018,NC,1.000,1,1,1,1,0,0,1,4,4,0,0,0,0,0,0,4.0,1.0,0,184cm/85kg,1993년 03월 18일,내야수(우투좌타),양정초-개성중-부산고-동의대,,5.0
90,러프,2017,삼성,0.250,12,40,4,10,2,0,1,15,5,0,0,1,0,7,0,0.375,0.262,1,190cm/113kg,1986년 07월 28일,내야수(우투우타),미국 Creighton(대),,0.637
90,러프,2018,삼성,0.286,6,14,5,4,1,0,2,11,5,0,0,3,0,4,0,0.7859999999999999,0.412,0,190cm/113kg,1986년 07월 28일,내야수(우투우타),미국 Creighton(대),,1.198
91,로맥,2018,SK,0.375,6,16,2,6,2,0,1,11,2,0,0,1,1,3,1,0.688,0.444,0,188cm/100kg,1985년 09월 30일,내야수(우투우타),캐나다 A.B Lucas Secondary(고),,1.132
95,로하스,2018,KT,0.333,6,18,4,6,3,1,0,11,4,0,1,1,0,6,1,0.611,0.368,0,189cm/102kg,1990년 05월 24일,외야수(우투양타),미국 Wabash Valley(대),100000달러,0.979
