ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,termDeposit
T1306,28,services,married,high.school,no,no,yes,cellular,jun,wed,479,2,6,2,success,-1.7,94.055,-39.8,0.715,4991.6,yes
T1307,44,technician,married,professional.course,no,no,no,cellular,aug,tue,168,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T1308,48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
T1309,50,admin.,divorced,basic.4y,no,yes,no,cellular,may,mon,8,11,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
T1310,51,technician,married,professional.course,no,yes,no,cellular,aug,wed,118,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T1311,41,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,583,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,yes
T1312,24,admin.,single,university.degree,no,no,no,cellular,sep,tue,106,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,yes
T1313,49,technician,married,professional.course,no,yes,yes,cellular,aug,thu,11,14,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T1314,34,technician,single,university.degree,no,yes,no,cellular,aug,tue,436,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
T1315,30,technician,single,professional.course,no,no,no,cellular,aug,fri,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T1316,47,technician,divorced,high.school,no,yes,no,cellular,nov,mon,182,1,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,yes
T1317,36,entrepreneur,single,university.degree,no,no,no,cellular,nov,wed,1120,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
T1318,54,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,thu,71,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T1319,50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,343,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T1320,25,self-employed,single,university.degree,unknown,yes,no,cellular,apr,mon,66,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
T1321,28,admin.,single,university.degree,no,yes,no,cellular,may,mon,442,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,yes
T1322,31,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,795,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
T1323,66,technician,married,professional.course,no,yes,no,cellular,mar,tue,83,1,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,yes
T1324,30,unknown,married,professional.course,no,no,no,cellular,may,mon,399,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
T1325,31,technician,married,university.degree,no,no,no,telephone,jun,thu,983,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,yes
T1326,57,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,399,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
T1327,53,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,107,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
T1328,35,technician,married,professional.course,no,no,no,cellular,apr,thu,337,2,5,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
T1329,31,technician,single,professional.course,no,unknown,unknown,cellular,oct,thu,212,2,999,0,nonexistent,-1.1,94.601,-49.5,1.025,4963.6,yes
T1330,27,services,single,high.school,no,yes,no,cellular,apr,tue,204,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
T1331,28,admin.,married,university.degree,no,no,no,telephone,may,fri,63,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1332,60,retired,married,basic.9y,unknown,yes,no,telephone,may,fri,32,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
T1333,30,unemployed,married,high.school,no,yes,no,cellular,may,mon,214,3,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes
T1334,50,entrepreneur,married,professional.course,unknown,yes,no,cellular,aug,fri,1306,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
T1335,52,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,108,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T1336,34,technician,married,professional.course,no,no,no,telephone,may,tue,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T1337,24,technician,single,university.degree,no,no,no,cellular,jul,wed,141,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T1338,52,technician,divorced,university.degree,no,yes,yes,cellular,aug,wed,100,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
T1339,46,blue-collar,divorced,basic.9y,no,no,yes,cellular,apr,wed,903,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,yes
T1340,62,technician,married,unknown,no,no,no,cellular,mar,mon,104,2,3,2,success,-1.8,93.369,-34.8,0.646,5008.7,yes
T1341,50,technician,married,unknown,no,yes,no,cellular,may,tue,500,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
T1342,33,admin.,married,professional.course,no,no,no,cellular,jul,mon,209,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
T1343,34,technician,married,professional.course,no,yes,yes,cellular,sep,wed,121,3,999,0,nonexistent,-3.4,92.379,-29.8,0.813,5017.5,yes
T1344,33,management,married,university.degree,unknown,yes,no,telephone,may,tue,346,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1345,31,services,single,basic.6y,no,yes,no,cellular,may,wed,734,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
T1346,37,entrepreneur,married,university.degree,no,yes,no,telephone,jun,fri,316,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
T1347,51,technician,married,professional.course,no,no,yes,cellular,sep,fri,520,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,yes
T1348,36,housemaid,divorced,university.degree,no,no,no,telephone,may,thu,767,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
T1349,54,blue-collar,married,basic.9y,no,no,no,cellular,jun,fri,258,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
T1350,31,services,single,high.school,no,no,no,telephone,sep,mon,10,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
T1351,50,technician,married,professional.course,no,no,yes,cellular,nov,tue,166,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
T1352,30,services,married,high.school,no,yes,no,telephone,jun,wed,421,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
T1353,81,retired,married,basic.4y,no,yes,no,cellular,oct,wed,621,1,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,yes
T1354,38,admin.,single,university.degree,no,no,no,cellular,nov,wed,79,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
T1355,47,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,104,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T1356,53,self-employed,divorced,professional.course,no,yes,no,cellular,nov,thu,73,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
T1357,47,admin.,married,university.degree,no,yes,no,telephone,may,wed,385,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1358,48,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,295,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T1359,53,blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,565,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
T1360,49,blue-collar,married,basic.9y,no,no,no,cellular,nov,fri,273,5,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
T1361,37,technician,single,university.degree,no,no,no,cellular,jun,tue,654,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,yes
T1362,63,retired,divorced,basic.4y,no,yes,no,cellular,aug,fri,153,2,3,1,success,-2.9,92.201,-31.4,0.869,5076.2,no
T1363,44,services,divorced,high.school,no,yes,yes,cellular,jul,mon,1169,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
T1364,30,technician,married,professional.course,no,yes,yes,cellular,jul,mon,184,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T1365,56,retired,married,basic.6y,no,no,no,cellular,aug,mon,68,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
T1366,32,technician,single,university.degree,no,yes,no,cellular,aug,thu,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T1367,34,blue-collar,married,basic.9y,no,no,yes,telephone,jun,mon,18,30,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
T1368,28,services,married,basic.9y,no,no,no,cellular,may,tue,396,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
T1369,35,blue-collar,married,unknown,no,yes,no,cellular,may,thu,1262,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
T1370,36,admin.,married,university.degree,no,no,no,cellular,oct,wed,135,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,yes
T1371,29,technician,single,unknown,no,yes,yes,cellular,jul,mon,326,3,999,0,nonexistent,-2.9,92.469,-33.6,0.996,5076.2,no
T1372,48,blue-collar,divorced,professional.course,no,no,no,cellular,nov,mon,564,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,yes
T1373,51,management,married,university.degree,no,no,yes,cellular,jul,wed,110,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T1374,34,technician,married,basic.9y,no,no,no,telephone,may,wed,593,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1375,47,housemaid,divorced,basic.4y,unknown,yes,yes,telephone,nov,wed,475,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
T1376,26,technician,single,professional.course,no,no,yes,cellular,jul,wed,168,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
T1377,51,blue-collar,married,basic.9y,no,yes,no,cellular,aug,wed,237,1,6,4,success,-1.7,94.027,-38.3,0.903,4991.6,yes
T1378,56,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,994,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,yes
T1379,57,unemployed,married,basic.4y,no,no,no,cellular,jun,mon,651,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
T1380,39,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,73,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
T1381,39,technician,married,professional.course,no,unknown,unknown,cellular,jul,wed,68,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T1382,28,technician,single,professional.course,unknown,no,no,telephone,jun,thu,492,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
T1383,34,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,234,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
T1384,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,994,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
T1385,53,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,233,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T1386,47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,256,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
T1387,50,unemployed,unknown,basic.9y,no,yes,yes,cellular,nov,thu,139,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
T1388,44,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,thu,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T1389,30,services,divorced,basic.9y,no,no,no,telephone,jun,mon,394,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
T1390,33,technician,married,university.degree,no,no,no,cellular,sep,wed,216,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,yes
T1391,41,technician,married,professional.course,no,no,no,cellular,aug,wed,76,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
T1392,38,technician,single,university.degree,no,yes,no,telephone,oct,mon,254,1,9,3,failure,-1.1,94.601,-49.5,1.032,4963.6,no
T1393,34,technician,single,professional.course,unknown,yes,no,telephone,jul,fri,225,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
T1394,31,admin.,single,university.degree,no,no,no,cellular,jul,thu,128,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
T1395,36,admin.,single,high.school,no,yes,no,cellular,aug,fri,159,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes
T1396,54,technician,divorced,professional.course,unknown,yes,no,cellular,aug,thu,1117,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
T1397,57,entrepreneur,married,basic.9y,no,yes,no,cellular,may,mon,429,4,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,yes
T1398,23,student,single,unknown,no,no,no,cellular,jul,tue,165,2,16,1,success,-1.7,94.215,-40.3,0.876,4991.6,yes
T1399,50,housemaid,married,basic.4y,no,yes,no,telephone,nov,tue,150,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,yes
T1400,40,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,380,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T1401,36,services,single,basic.9y,unknown,no,yes,telephone,may,fri,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1402,35,admin.,single,high.school,no,yes,no,cellular,jul,fri,147,2,14,2,failure,-2.9,92.469,-33.6,1.059,5076.2,no
T1403,36,services,married,high.school,no,yes,yes,cellular,sep,wed,569,3,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,yes
T1404,34,admin.,single,high.school,no,no,yes,telephone,may,wed,195,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1405,46,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,431,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T1406,77,retired,married,university.degree,no,no,yes,cellular,oct,mon,348,1,999,0,nonexistent,-3.4,92.431,-26.9,0.743,5017.5,yes
T1407,37,technician,single,professional.course,no,yes,no,cellular,nov,wed,226,1,6,4,success,-1.1,94.767,-50.8,1.044,4963.6,yes
T1408,34,technician,married,professional.course,no,no,no,telephone,mar,mon,300,6,6,1,success,-1.8,93.369,-34.8,0.646,5008.7,yes
T1409,29,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1410,38,entrepreneur,married,unknown,unknown,no,no,cellular,may,tue,1272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
T1411,30,admin.,single,university.degree,no,no,no,cellular,jul,thu,252,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,yes
T1412,33,admin.,single,professional.course,no,yes,no,cellular,may,mon,1340,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,yes
T1413,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,935,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
T1414,31,admin.,married,university.degree,no,no,no,telephone,apr,wed,118,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,yes
T1415,58,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,771,1,3,1,success,-1.7,94.027,-38.3,0.9,4991.6,yes
T1416,56,technician,married,basic.9y,no,yes,no,telephone,may,wed,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1417,31,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,mon,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T1418,52,services,divorced,high.school,no,yes,no,telephone,may,thu,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
T1419,30,technician,single,university.degree,no,yes,no,cellular,aug,mon,720,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
T1420,31,technician,married,university.degree,no,yes,no,cellular,jul,fri,166,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
T1421,33,technician,married,professional.course,no,no,yes,cellular,apr,thu,667,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
T1422,30,entrepreneur,single,university.degree,no,yes,no,cellular,nov,wed,489,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes
T1423,53,technician,married,unknown,no,no,no,telephone,jun,thu,123,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
T1424,36,unemployed,married,university.degree,unknown,unknown,unknown,cellular,mar,fri,95,2,999,1,failure,-1.8,92.843,-50,1.531,5099.1,yes
T1425,41,management,married,university.degree,no,no,yes,telephone,may,fri,359,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1426,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,114,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
T1427,83,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,667,2,3,1,success,-1.7,94.215,-40.3,0.797,4991.6,yes
T1428,28,management,single,university.degree,no,yes,no,cellular,jun,thu,339,3,6,2,success,-1.7,94.055,-39.8,0.729,4991.6,yes
T1429,37,unemployed,married,professional.course,no,no,no,telephone,may,fri,41,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
T1430,33,entrepreneur,married,high.school,no,no,no,cellular,nov,tue,143,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
T1431,37,housemaid,married,high.school,no,no,no,telephone,may,fri,138,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1432,28,blue-collar,married,high.school,no,yes,no,telephone,jul,thu,60,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
T1433,51,management,married,high.school,no,no,no,telephone,jun,wed,99,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
T1434,37,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,226,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
T1435,34,technician,single,university.degree,no,no,no,cellular,sep,fri,285,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
T1436,30,services,married,high.school,no,yes,no,cellular,nov,thu,80,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
T1437,50,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,1130,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
T1438,28,admin.,single,high.school,no,no,no,cellular,oct,wed,1246,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,yes
T1439,39,services,married,high.school,unknown,no,no,cellular,aug,mon,195,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
T1440,60,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,105,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
T1441,41,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,709,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
T1442,30,services,married,high.school,no,yes,no,telephone,nov,thu,156,7,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
T1443,42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,65,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
T1444,33,admin.,married,university.degree,no,yes,no,cellular,may,tue,165,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
T1445,32,unknown,married,basic.9y,no,no,no,cellular,aug,thu,390,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T1446,60,retired,married,university.degree,no,no,no,cellular,sep,thu,799,2,999,0,nonexistent,-1.1,94.199,-37.5,0.884,4963.6,yes
T1447,34,services,single,basic.9y,unknown,yes,yes,telephone,may,wed,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1448,38,technician,single,professional.course,no,yes,no,cellular,may,thu,855,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,yes
T1449,41,admin.,married,university.degree,no,no,no,telephone,may,fri,254,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
T1450,33,admin.,single,high.school,no,no,no,cellular,may,thu,492,1,12,2,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
T1451,29,student,single,high.school,no,yes,yes,cellular,nov,thu,289,1,3,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes
T1452,26,admin.,married,high.school,no,yes,yes,cellular,jul,wed,273,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
T1453,56,technician,married,basic.4y,no,no,no,cellular,oct,thu,257,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,yes
T1454,33,admin.,married,university.degree,no,no,yes,cellular,aug,tue,72,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
T1455,33,services,married,high.school,no,yes,no,cellular,apr,thu,524,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
T1456,28,management,single,basic.9y,no,no,no,telephone,jun,wed,466,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
T1457,55,unemployed,married,basic.9y,no,no,yes,cellular,may,mon,296,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes
T1458,37,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
T1459,29,admin.,single,university.degree,no,yes,yes,cellular,jun,thu,449,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
T1460,46,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,147,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1461,72,retired,married,professional.course,no,no,no,cellular,mar,fri,87,1,3,1,success,-1.8,93.369,-34.8,0.653,5008.7,yes
T1462,42,self-employed,married,university.degree,unknown,no,no,cellular,nov,mon,81,4,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
T1463,32,technician,married,professional.course,no,no,no,telephone,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
T1464,47,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,625,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
T1465,27,student,single,university.degree,no,yes,no,cellular,aug,wed,651,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes
T1466,65,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,89,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
T1467,30,admin.,married,university.degree,no,yes,no,cellular,jul,fri,799,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
T1468,44,technician,divorced,professional.course,no,no,no,cellular,aug,wed,157,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
T1469,29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,174,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
T1470,42,technician,married,basic.9y,no,no,yes,cellular,apr,mon,437,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no
T1471,73,retired,divorced,high.school,no,yes,no,cellular,dec,tue,284,1,999,0,nonexistent,-3,92.713,-33,0.707,5023.5,yes
T1472,48,technician,married,professional.course,no,yes,yes,cellular,nov,fri,148,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
T1473,48,technician,married,professional.course,unknown,yes,no,cellular,may,wed,274,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
T1474,42,management,married,university.degree,no,yes,no,cellular,sep,wed,232,1,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes
T1475,46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1476,34,entrepreneur,single,university.degree,no,yes,no,cellular,nov,mon,113,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
T1477,26,technician,single,university.degree,no,no,no,telephone,jun,tue,1173,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
T1478,45,admin.,married,unknown,unknown,yes,no,cellular,jul,thu,651,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
T1479,29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
T1480,42,management,divorced,unknown,no,yes,no,cellular,aug,wed,137,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,yes
T1481,72,retired,married,basic.6y,no,yes,no,cellular,jul,wed,143,1,999,0,nonexistent,-1.7,94.215,-40.3,0.881,4991.6,yes
T1482,38,admin.,single,university.degree,no,no,yes,telephone,jun,wed,578,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
T1483,58,unknown,married,basic.9y,no,yes,no,cellular,dec,thu,154,1,999,1,failure,-3,92.713,-33,0.72,5023.5,yes
T1484,45,admin.,married,basic.9y,no,yes,no,telephone,may,wed,173,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1485,46,housemaid,single,university.degree,no,yes,yes,cellular,jun,fri,324,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,yes
T1486,43,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,744,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
T1487,30,admin.,married,university.degree,no,yes,no,cellular,aug,mon,618,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
T1488,54,retired,married,high.school,no,no,no,cellular,nov,tue,172,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
T1489,39,self-employed,married,basic.9y,no,yes,no,cellular,may,fri,744,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes
T1490,35,technician,married,university.degree,no,yes,yes,telephone,may,fri,231,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,yes
T1491,35,technician,single,university.degree,no,yes,no,cellular,aug,fri,974,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
T1492,28,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,884,3,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
T1493,28,self-employed,single,university.degree,no,no,no,cellular,mar,fri,296,2,999,0,nonexistent,-1.8,92.843,-50,1.64,5099.1,yes
T1494,40,technician,divorced,university.degree,no,yes,no,cellular,apr,thu,335,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
T1495,36,admin.,married,professional.course,no,no,no,cellular,may,thu,271,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
T1496,50,technician,married,professional.course,no,no,no,cellular,jul,mon,830,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
T1497,36,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,jun,fri,25,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
T1498,34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,162,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
